Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-8337-1-ND,T491C107K006AT,KEMET,CAP TANT 100UF 6.3V 10% 2312,"2,473 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±10%,6.3V,Molded,900 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3793-1-ND,T491D476K010AT,KEMET,CAP TANT 47UF 10V 10% 2917,"21,605 - Immediate",$0.83000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3796-1-ND,T491D476M010AT,KEMET,CAP TANT 47UF 10V 20% 2917,"19,352 - Immediate",$0.83000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8389-1-ND,T491D476K006AT,KEMET,CAP TANT 47UF 6.3V 10% 2917,"5,252 - Immediate",$0.83000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,6.3V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5298-1-ND,T491B156K025AT,KEMET,CAP TANT 15UF 25V 10% 1411,"34,781 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,25V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5296-1-ND,T491B226K020AT,KEMET,CAP TANT 22UF 20V 10% 1411,"12,507 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,20V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10154-1-ND,T491B686K010AT,KEMET,CAP TANT 68UF 10V 10% 1411,"3,623 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,10V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3766-1-ND,T491D106K035AT,KEMET,CAP TANT 10UF 35V 10% 2917,"47,813 - Immediate",$1.10000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,35V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3825-1-ND,T494A107M004AT,KEMET,CAP TANT 100UF 4V 20% 1206,"5,896 - Immediate",$1.12000,1,Cut Tape (CT) Alternate Packaging,T494,Active,100µF,±20%,4V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10230-1-ND,T494B106K016AH,KEMET,CAP TANT 10UF 16V 10% 1411,"2,856 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3780-1-ND,T491D226K016AT,KEMET,CAP TANT 22UF 16V 10% 2917,"43,011 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8376-1-ND,T491D226M016AT,KEMET,CAP TANT 22UF 16V 20% 2917,"6,286 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3746-1-ND,T491C226K025AT,KEMET,CAP TANT 22UF 25V 10% 2312,"32,603 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,25V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9736-1-ND,T491C226M025AT,KEMET,CAP TANT 22UF 25V 20% 2312,"2,984 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,25V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-4757-1-ND,T498B226K010ATE1K5,KEMET,CAP TANT 22UF 10V 10% 1411,"18,373 - Immediate",$1.01000,1,Cut Tape (CT) Alternate Packaging,T498,Active,22µF,±10%,10V,Molded,1.5 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-4753-1-ND,T498B336K006ATE1K7,KEMET,CAP TANT 33UF 6.3V 10% 1411,"3,126 - Immediate",$1.01000,1,Cut Tape (CT) Alternate Packaging,T498,Active,33µF,±10%,6.3V,Molded,1.7 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-3781-1-ND,T491D226K020AT,KEMET,CAP TANT 22UF 20V 10% 2917,"21,122 - Immediate",$0.87000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,20V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9725-1-ND,T491B336K016AT,KEMET,CAP TANT 33UF 16V 10% 1411,"4,369 - Immediate",$1.10000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,16V,Molded,2.1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8367-1-ND,T491D107M006AT,KEMET,CAP TANT 100UF 6.3V 20% 2917,"3,933 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,6.3V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11976-1-ND,T490B337M006ATE800,KEMET,CAP TAN 330UF 20% 6V 3528-21,"41,214 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T490,Active,330µF,±20%,6.3V,Molded,800 mOhm,-55°C ~ 40°C,1000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3767-1-ND,T491D106M025AT,KEMET,CAP TANT 10UF 25V 20% 2917,"37,217 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,25V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3765-1-ND,T491D106K025AT,KEMET,CAP TANT 10UF 25V 10% 2917,"33,823 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,25V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10191-1-ND,T491D336M010AT,KEMET,CAP TANT 33UF 10V 20% 2917,"3,507 - Immediate",$0.89000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.110"" (2.80mm)",-,D,-,General Purpose,-
399-8364-1-ND,T491D107K006AT,KEMET,CAP TANT 100UF 6.3V 10% 2917,"9,137 - Immediate",$0.89000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±10%,6.3V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11065-1-ND,T495A685K006ATE1K8,KEMET,CAP TANT 6.8UF 10% 6.3V 1206,"3,969 - Immediate",$1.04000,1,Cut Tape (CT) Alternate Packaging,T495,Active,6.8µF,±10%,6.3V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8396-1-ND,T491D686K010AT,KEMET,CAP TANT 68UF 10V 10% 2917,"10,806 - Immediate",$0.90000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3788-1-ND,T491D336K020AT,KEMET,CAP TANT 33UF 20V 10% 2917,"8,811 - Immediate",$0.95000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,20V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3783-1-ND,T491D226M020AT,KEMET,CAP TANT 22UF 20V 20% 2917,"5,872 - Immediate",$0.91000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,20V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8398-1-ND,T491D686M006AT,KEMET,CAP TANT 68UF 6.3V 20% 2917,"11,210 - Immediate",$0.97000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±20%,6.3V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3802-1-ND,T491D686K006AT,KEMET,CAP TANT 68UF 6.3V 10% 2917,"41,414 - Immediate",$0.99000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,6.3V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3784-1-ND,T491D226M025AT,KEMET,CAP TANT 22UF 25V 20% 2917,"10,337 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,25V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3782-1-ND,T491D226K025AT,KEMET,CAP TANT 22UF 25V 10% 2917,"9,585 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,25V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3794-1-ND,T491D476K016AT,KEMET,CAP TANT 47UF 16V 10% 2917,"6,585 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8392-1-ND,T491D476M016AT,KEMET,CAP TANT 47UF 16V 20% 2917,"3,757 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3774-1-ND,T491D156K025AT,KEMET,CAP TANT 15UF 25V 10% 2917,"35,249 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,25V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9934-1-ND,T350A105M035AT7301,KEMET,CAP TANT 1UF 35V 20% RADIAL,"2,283 - Immediate",$1.04000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,1µF,±20%,35V,Conformal Coated,8 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.177"" Dia (4.50mm)","0.280"" (7.10mm)","0.100"" (2.54mm)",A,-,General Purpose,-
399-10427-1-ND,T491S105M020AT,KEMET,CAP TANT 1UF 20V 20% 1206,"3,563 - Immediate",$1.16000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1µF,±20%,20V,Molded,18 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.047"" (1.20mm)",-,S,-,General Purpose,-
399-9734-1-ND,T491C156K025AT,KEMET,CAP TANT 15UF 25V 10% 2312,"1,586 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,25V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3772-1-ND,T491D107M010AT,KEMET,CAP TANT 100UF 10V 20% 2917,"77,005 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,10V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10452-1-ND,T495C686M016ATE250,KEMET,CAP TANT 68UF 16V 20% 2312,"45,175 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±20%,16V,Molded,250 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3769-1-ND,T491D107K010AT,KEMET,CAP TANT 100UF 10V 10% 2917,"105,761 - Immediate",$1.08000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±10%,10V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3768-1-ND,T491D106M035AT,KEMET,CAP TANT 10UF 35V 20% 2917,"27,594 - Immediate",$1.08000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,35V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8371-1-ND,T491D157K006AT,KEMET,CAP TANT 150UF 6.3V 10% 2917,"4,579 - Immediate",$1.09000,1,Cut Tape (CT) Alternate Packaging,T491,Active,150µF,±10%,6.3V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3693-1-ND,T491A334K035AT,KEMET,CAP TANT 0.33UF 35V 10% 1206,"1,156 - Immediate",$0.40000,1,Cut Tape (CT) Alternate Packaging,T491,Active,0.33µF,±10%,35V,Molded,15 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-4998-1-ND,T499B336K006ATE3K0,KEMET,CAP TANT 33UF 6.3V 10% 1411,"2,244 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,T499,Active,33µF,±10%,6.3V,Molded,3 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5017-1-ND,T499B226K010ATE3K0,KEMET,CAP TANT 22UF 10V 10% 1411,"3,955 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,T499,Active,22µF,±10%,10V,Molded,3 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-9943-1-ND,T356A105K035AT7301,KEMET,CAP TANT 1UF 35V 10% RADIAL,"8,597 - Immediate",$1.14000,1,Cut Tape (CT) Alternate Packaging,"T356, UltraDip II",Active,1µF,±10%,35V,Conformal Coated,8 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.175"" Dia (4.45mm)","0.340"" (8.64mm)","0.200"" (5.08mm)",A,-,General Purpose,-
399-8451-1-ND,T494B226M010AT,KEMET,CAP TANT 22UF 10V 20% 1411,"2,180 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±20%,10V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-9454-1-ND,T494B106M020AT,KEMET,CAP TANT 10UF 20V 20% 1411,"2,889 - Immediate",$1.26000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,20V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3775-1-ND,T491D156K035AT,KEMET,CAP TANT 15UF 35V 10% 2917,"10,284 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±10%,35V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9742-1-ND,T491D156M035AT,KEMET,CAP TANT 15UF 35V 20% 2917,"3,011 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,15µF,±20%,35V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3792-1-ND,T491D475K050AT,KEMET,CAP TANT 4.7UF 50V 10% 2917,"31,739 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,50V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8388-1-ND,T491D475M050AT,KEMET,CAP TANT 4.7UF 50V 20% 2917,"10,900 - Immediate",$1.11000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,50V,Molded,1.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8284-1-ND,T491A335M016AT,KEMET,CAP TANT 3.3UF 16V 20% 1206,"1,496 - Immediate",$0.41000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,16V,Molded,5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9712-1-ND,T491A225M020AT,KEMET,CAP TANT 2.2UF 20V 20% 1206,"1,480 - Immediate",$0.41000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±20%,20V,Molded,7 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9707-1-ND,T491A154M035AT,KEMET,CAP TANT 0.15UF 35V 20% 1206,"1,256 - Immediate",$0.41000,1,Cut Tape (CT) Alternate Packaging,T491,Active,0.15µF,±20%,35V,Molded,19 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3791-1-ND,T491D475K035AT,KEMET,CAP TANT 4.7UF 35V 10% 2917,"5,310 - Immediate",$1.01000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,35V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10445-1-ND,T491A226K004AT,KEMET,CAP TANT 22UF 4V 10% 1206,"2,099 - Immediate",$0.42000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,4V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10444-1-ND,T491A226M004AT,KEMET,CAP TANT 22UF 4V 20% 1206,"1,463 - Immediate",$0.42000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,4V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3835-1-ND,T494B226M016AT,KEMET,CAP TANT 22UF 16V 20% 1411,"8,142 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±20%,16V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10441-1-ND,T494B475M035AT,KEMET,CAP TANT 4.7UF 35V 20% 1411,"4,176 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,35V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-9748-1-ND,T491T475K016AT,KEMET,CAP TANT 4.7UF 16V 10% 1411,"4,713 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,16V,Molded,5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-3836-1-ND,T494B335M035AT,KEMET,CAP TANT 3.3UF 35V 20% 1411,"2,652 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,3.3µF,±20%,35V,Molded,1.3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8445-1-ND,T494B106K020AT,KEMET,CAP TANT 10UF 20V 10% 1411,"2,496 - Immediate",$1.31000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,20V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
